Date,Symbol,bv,close_time,close_price,open_price,rv10,rk_twoscale,rk_th2,nobs,rv5,rk_parzen,rv5_ss,open_time,rv10_ss,open_to_close,bv_ss,rsv_ss,rsv,medrv
2015-01-29 00:00:00+00:00,.SPX,0.00010958517886695512,150001.0,2021.47,2002.45,7.279286493326465e-05,7.781796920197932e-05,7.597171264911255e-05,20178.0,8.760700992406689e-05,7.794514643391478e-05,8.76070099240669e-05,83001.0,7.279286493326466e-05,0.009453538663928285,0.00010958517886695512,3.705811522399466e-05,3.705811522399466e-05,7.144824270298545e-05
2015-01-30 00:00:00+00:00,.SPX,8.902565648331722e-05,150001.0,1995.37,2019.35,9.178456718990901e-05,9.305368979372692e-05,8.891057099293532e-05,21695.0,9.797752443947122e-05,0.0001177796330331731,9.797752443947122e-05,83002.0,9.178456718990901e-05,-0.011946180647185223,8.902565648331722e-05,5.750956905163891e-05,5.750956905163891e-05,6.727690193584373e-05
2015-02-02 00:00:00+00:00,.SPX,0.00011560898610795795,150001.0,2020.84,1996.67,0.0001246005414660957,0.00010150414989665739,9.857167901573795e-05,20426.0,0.00011782373332317805,0.0001761564346135722,0.00011782373332317805,83001.0,0.00012460054146609572,0.012032473652185516,0.00011560898610795794,4.67025950624027e-05,4.67025950624027e-05,8.500080814733096e-05
2015-02-03 00:00:00+00:00,.SPX,4.3872761480843146e-05,150001.0,2049.76,2022.71,8.588165914275038e-05,5.4654216883526406e-05,5.243307632634641e-05,18732.0,8.8596027653597e-05,8.911925916276694e-05,8.8596027653597e-05,83002.0,8.588165914275038e-05,0.013284516674411329,4.3872761480843146e-05,1.720168085829735e-05,1.720168085829735e-05,3.0881233263003603e-05
2015-02-04 00:00:00+00:00,.SPX,5.8630933663912107e-05,150001.0,2041.365,2048.86,5.234729235493411e-05,5.024379384066478e-05,4.919208527228512e-05,19901.0,6.655153789020657e-05,7.142263659227093e-05,6.655153789020657e-05,83002.0,5.234729235493412e-05,-0.0036648391659657165,5.8630933663912107e-05,4.538686242254298e-05,4.538686242254298e-05,1.9549003031709803e-05
2015-02-05 00:00:00+00:00,.SPX,2.0839905427251435e-05,150001.0,2062.3,2043.45,3.627919307354824e-05,2.3849822503000338e-05,2.3224426769838988e-05,20717.0,3.3972660537892096e-05,3.160482351007592e-05,3.3972660537892096e-05,83001.0,3.627919307354825e-05,0.009182308929822192,2.0839905427251435e-05,7.447013810939389e-06,7.447013810939388e-06,1.1085644951058915e-05
2015-02-06 00:00:00+00:00,.SPX,4.27260479082598e-05,150001.0,2055.5,2062.28,3.8936933148340596e-05,4.165221238930441e-05,4.027980326458966e-05,18889.0,4.128598070560855e-05,4.470471318487301e-05,4.1285980705608555e-05,83001.0,3.89369331483406e-05,-0.0032930395149426417,4.27260479082598e-05,2.6449793978157103e-05,2.64497939781571e-05,1.4539235851825628e-05
2015-02-09 00:00:00+00:00,.SPX,3.556017399851607e-05,150001.0,2046.54,2053.47,3.6031906186656076e-05,3.260411998148288e-05,3.188662995272693e-05,17956.0,3.361651919556129e-05,2.2660816985694106e-05,3.361651919556129e-05,83001.0,3.603190618665607e-05,-0.003380482779054006,3.556017399851607e-05,1.8465310094827525e-05,1.8465310094827525e-05,1.961212845101448e-05
2015-02-10 00:00:00+00:00,.SPX,2.5246257894230356e-05,150001.0,2068.27,2049.38,3.971437894458272e-05,2.664829116224483e-05,2.598115689995683e-05,21023.0,3.876286406392712e-05,3.152823038422563e-05,3.876286406392712e-05,83001.0,3.9714378944582723e-05,0.00917520067025901,2.524625789423036e-05,1.2503355939147904e-05,1.2503355939147902e-05,1.270005681496541e-05
2015-02-11 00:00:00+00:00,.SPX,2.1724437949415195e-05,150001.0,2068.265,2068.55,2.7662084516139645e-05,3.063665246516634e-05,2.964465526006027e-05,18347.0,2.7886515014124196e-05,2.4451440947341432e-05,2.7886515014124196e-05,83002.0,2.7662084516139655e-05,-0.00013778716256407364,2.1724437949415195e-05,1.4218204327312096e-05,1.4218204327312094e-05,6.901899020398775e-06
2015-02-12 00:00:00+00:00,.SPX,1.4026702317125637e-05,150000.0,2088.17,2069.98,2.417393035297018e-05,1.538300304453631e-05,1.5024500383729918e-05,19408.0,2.6327285900889857e-05,2.0718862750547053e-05,2.6327285900889857e-05,83001.0,2.4173930352970177e-05,0.008749138935825407,1.4026702317125635e-05,4.6620070207518985e-06,4.6620070207518985e-06,6.042442219617551e-06
2015-02-13 00:00:00+00:00,.SPX,9.85661873458793e-06,150001.0,2096.85,2088.78,1.2074753684526586e-05,1.3036325074443838e-05,1.3370859362309636e-05,20401.0,1.0438278218809913e-05,1.20010402018495e-05,1.0438278218809913e-05,83001.0,1.2074753684526588e-05,0.0038560551216946237,9.85661873458793e-06,4.213240047069492e-06,4.213240047069492e-06,5.132590614985666e-06
2015-02-17 00:00:00+00:00,.SPX,9.961642347044861e-06,150001.0,2099.79,2096.47,1.9088607488851796e-05,1.2319875576623346e-05,1.2255533423014862e-05,17999.0,1.5039672661446073e-05,1.617580990443656e-05,1.5039672661446073e-05,83002.0,1.9088607488851792e-05,0.001582361766304885,9.961642347044861e-06,8.498324141347897e-06,8.498324141347897e-06,3.3174741769858116e-06
2015-02-18 00:00:00+00:00,.SPX,1.608554614683958e-05,150001.0,2099.62,2099.16,1.5657231273305627e-05,1.470682501562988e-05,1.4154860397087253e-05,20352.0,1.9164217712056792e-05,1.4237061406856263e-05,1.9164217712056792e-05,83001.0,1.5657231273305627e-05,0.00021911126652973678,1.608554614683958e-05,1.0174252927721662e-05,1.017425292772166e-05,5.689863466328576e-06
2015-02-19 00:00:00+00:00,.SPX,9.572125951543038e-06,150001.0,2097.54,2099.25,1.7911075848295836e-05,1.2938894670350634e-05,1.2810642651048953e-05,20854.0,2.0193230038117703e-05,1.9344388490590825e-05,2.0193230038117706e-05,83001.0,1.7911075848295836e-05,-0.0008149085823356828,9.572125951543038e-06,1.5894883667357072e-05,1.5894883667357072e-05,4.3615404536352355e-06
2015-02-20 00:00:00+00:00,.SPX,1.790349340472232e-05,150001.0,2110.11,2097.65,2.5695664651608948e-05,2.8267007379365306e-05,2.7483530974203215e-05,21273.0,2.0666864575171606e-05,3.423108919340764e-05,2.066686457517161e-05,83001.0,2.569566465160895e-05,0.00592240832150015,1.790349340472232e-05,8.611804483367768e-06,8.611804483367766e-06,8.841316969455016e-06
2015-02-23 00:00:00+00:00,.SPX,7.057771878900303e-06,150000.0,2109.52,2109.83,1.2207248781085192e-05,1.0083094725573629e-05,9.947913108227096e-06,16977.0,1.1293218266957847e-05,1.3361504524523165e-05,1.1293218266957847e-05,83001.0,1.2207248781085195e-05,-0.00014694206480037053,7.057771878900303e-06,7.67545117127483e-06,7.67545117127483e-06,2.9689548136506257e-06
2015-02-24 00:00:00+00:00,.SPX,8.400807242066397e-06,150001.0,2115.645,2109.1,9.349634300713358e-06,1.2817292299666816e-05,1.2830486438282472e-05,21974.0,1.0162144445371093e-05,1.0591821132250556e-05,1.0162144445371093e-05,83001.0,9.349634300713362e-06,0.00309841433558411,8.400807242066397e-06,4.080836594131834e-06,4.080836594131834e-06,4.301200721528828e-06
2015-02-25 00:00:00+00:00,.SPX,7.92320560070769e-06,145959.0,2113.75,2115.3,1.1904773628282133e-05,9.071130649335172e-06,9.158176673578346e-06,19168.0,1.0110770873164508e-05,9.982882692414733e-06,1.0110770873164508e-05,83001.0,1.1904773628282136e-05,-0.0007330251803150389,7.92320560070769e-06,6.585697573707672e-06,6.585697573707672e-06,4.167555942568077e-06
2015-02-26 00:00:00+00:00,.SPX,1.8493271177840614e-05,150001.0,2110.79,2113.91,1.6324368421766214e-05,1.4588763125056099e-05,1.4181411019103022e-05,18904.0,1.9689896972825748e-05,1.7086229383017587e-05,1.9689896972825748e-05,83002.0,1.632436842176621e-05,-0.0014770282231726384,1.849327117784061e-05,1.2304727377067098e-05,1.2304727377067098e-05,5.4975056211266054e-06
2015-02-27 00:00:00+00:00,.SPX,1.0623176228649274e-05,150001.0,2104.5,2110.88,1.2331917318012904e-05,1.299896702234616e-05,1.3032501243783648e-05,18568.0,1.2043023486016288e-05,8.157243489045526e-06,1.2043023486016288e-05,83001.0,1.2331917318012904e-05,-0.003027012924841088,1.0623176228649274e-05,8.046433487894284e-06,8.046433487894283e-06,4.806352351587503e-06
2015-03-02 00:00:00+00:00,.SPX,5.758324747440074e-06,150001.0,2116.95,2105.23,7.78593871946436e-06,8.07474336748351e-06,8.118048929722588e-06,20571.0,7.116018987448756e-06,1.2099645885860351e-05,7.116018987448756e-06,83001.0,7.785938719464361e-06,0.005551648722525115,5.758324747440074e-06,2.0547506390533233e-06,2.0547506390533233e-06,3.9082598290508866e-06
2015-03-03 00:00:00+00:00,.SPX,2.197019037139619e-05,150001.0,2107.77,2115.76,2.3682192659614985e-05,1.8633098221807426e-05,1.756903664995603e-05,18961.0,2.5070915753435683e-05,2.5014926757492767e-05,2.5070915753435683e-05,83001.0,2.3682192659614985e-05,-0.0037835694462540204,2.197019037139619e-05,1.7286553853617916e-05,1.7286553853617916e-05,1.5562766149922145e-05
2015-03-04 00:00:00+00:00,.SPX,2.875226189165834e-05,150001.0,2098.67,2107.72,5.851079494163234e-05,2.543026485031528e-05,2.51372121666848e-05,20935.0,4.459268149640231e-05,5.682426626316714e-05,4.4592681496402316e-05,83001.0,5.8510794941632344e-05,-0.004302983776538483,2.875226189165834e-05,3.5957628680770415e-05,3.5957628680770415e-05,6.734704385017206e-06
2015-03-05 00:00:00+00:00,.SPX,1.0736503572912829e-05,150000.0,2101.08,2098.54,1.2069089690790645e-05,1.154268370505015e-05,1.1247190106320166e-05,20579.0,1.2745205479720945e-05,1.2670796935316325e-05,1.2745205479720947e-05,83001.0,1.2069089690790647e-05,0.0012096334000277764,1.073650357291283e-05,5.610327372347133e-06,5.610327372347133e-06,5.605978999083893e-06
2015-03-06 00:00:00+00:00,.SPX,3.197685692326815e-05,150001.0,2071.25,2100.91,5.578844205834278e-05,3.9030139190414075e-05,3.744803836173356e-05,18801.0,5.4549013368688246e-05,5.566194256073569e-05,5.4549013368688246e-05,83001.0,5.578844205834279e-05,-0.014218294442301271,3.197685692326815e-05,4.2704622575354906e-05,4.2704622575354906e-05,1.878393144557316e-05
2015-03-09 00:00:00+00:00,.SPX,1.395633964425533e-05,150002.0,2079.41,2072.425,1.348813595698928e-05,1.5315862622380765e-05,1.4582629891268478e-05,21491.0,1.5063698040724552e-05,1.421393858087885e-05,1.5063698040724552e-05,83002.0,1.348813595698928e-05,0.0033647804357341826,1.395633964425533e-05,5.731062775316087e-06,5.731062775316087e-06,9.21702940540267e-06
2015-03-10 00:00:00+00:00,.SPX,4.472330731832468e-05,150001.0,2045.31,2076.14,8.635940511390968e-05,3.890927804223228e-05,3.713144851403028e-05,18252.0,7.056664450321935e-05,8.253423197065538e-05,7.056664450321935e-05,83001.0,8.63594051139097e-05,-0.01496103316109032,4.4723307318324684e-05,5.893092289353384e-05,5.893092289353383e-05,2.1031084434298792e-05
2015-03-11 00:00:00+00:00,.SPX,3.6948209679343935e-05,150001.0,2040.47,2044.69,2.9501788852231432e-05,2.375357249374261e-05,2.271243131716343e-05,17742.0,3.489358340088534e-05,2.397169882214906e-05,3.489358340088534e-05,83001.0,2.9501788852231436e-05,-0.00206601528511019,3.6948209679343935e-05,1.8678687841667375e-05,1.8678687841667375e-05,2.2742899187482482e-05
2015-03-12 00:00:00+00:00,.SPX,2.0782531274353383e-05,150001.0,2065.82,2041.1,5.2043677000335616e-05,1.6058865223445e-05,1.553633357432782e-05,20610.0,4.2551885586764355e-05,5.777293659894998e-05,4.2551885586764355e-05,83002.0,5.204367700033562e-05,0.012038363805000785,2.0782531274353383e-05,3.4420517159999545e-06,3.4420517159999545e-06,6.426475351852929e-06
2015-03-13 00:00:00+00:00,.SPX,5.645615408105721e-05,150001.0,2053.36,2064.56,5.608150245863559e-05,3.571757895780094e-05,3.306309049689705e-05,20029.0,4.969189725334651e-05,4.697959562955225e-05,4.969189725334651e-05,83002.0,5.60815024586356e-05,-0.005439652842772702,5.645615408105721e-05,3.1902569351985534e-05,3.1902569351985534e-05,4.390647280279562e-05
2015-03-16 00:00:00+00:00,.SPX,1.9561770682760913e-05,150001.0,2080.84,2055.35,3.221014442590316e-05,2.0815872188019185e-05,2.0157677786321145e-05,21176.0,2.7444917209027167e-05,3.8194352176374184e-05,2.744491720902717e-05,83001.0,3.221014442590316e-05,0.012325508595435686,1.9561770682760913e-05,3.7484525705262576e-06,3.7484525705262576e-06,6.625767837123869e-06
2015-03-17 00:00:00+00:00,.SPX,2.1297497596977077e-05,150001.0,2074.22,2080.59,3.082794617560028e-05,2.517962971793494e-05,2.3343752754841607e-05,21098.0,3.480892587259122e-05,2.978396059208409e-05,3.480892587259122e-05,83002.0,3.082794617560029e-05,-0.003066327938504365,2.1297497596977074e-05,2.6697675906691133e-05,2.669767590669113e-05,4.479609950090834e-06
2015-03-18 00:00:00+00:00,.SPX,7.405776437513063e-05,150001.0,2099.22,2072.84,0.0001406340782763925,5.9126964961662404e-05,5.599924129408734e-05,17969.0,0.00011055279768009808,0.0001988751466673649,0.00011055279768009809,83001.0,0.0001406340782763925,0.012646199513197232,7.405776437513063e-05,1.954631869235769e-05,1.9546318692357686e-05,1.3628360083999873e-05
2015-03-19 00:00:00+00:00,.SPX,2.2895409875876105e-05,150000.0,2089.47,2098.69,3.1623746986426536e-05,2.28570538233732e-05,2.1426176223104896e-05,19850.0,3.058922211959946e-05,2.8120764317061832e-05,3.058922211959946e-05,83001.0,3.1623746986426536e-05,-0.004402895254484562,2.2895409875876105e-05,1.965870773460916e-05,1.965870773460916e-05,1.536444742934759e-05
2015-03-20 00:00:00+00:00,.SPX,1.3404363145117893e-05,150001.0,2108.28,2090.32,4.740177916006187e-05,1.5884745570704003e-05,1.5297062648406736e-05,20924.0,4.436875030335914e-05,3.83128512935495e-05,4.436875030335914e-05,83001.0,4.7401779160061864e-05,0.00855528487840651,1.3404363145117893e-05,6.086820744483977e-06,6.086820744483977e-06,4.739217271191929e-06
2015-03-23 00:00:00+00:00,.SPX,1.3226608721330668e-05,150001.0,2104.49,2107.99,1.4881822727944083e-05,9.896158643404909e-06,9.627409425600175e-06,19650.0,1.395834852779248e-05,1.546076510758704e-05,1.3958348527792482e-05,83001.0,1.488182272794408e-05,-0.001661729340147744,1.322660872133067e-05,8.130281640919272e-06,8.130281640919272e-06,6.585096714961312e-06
2015-03-24 00:00:00+00:00,.SPX,1.9375056043988596e-05,150001.0,2091.64,2103.94,2.225665250889279e-05,1.9610994824672995e-05,1.845949957961456e-05,19860.0,2.0334295255347117e-05,2.056464028631346e-05,2.033429525534712e-05,83001.0,2.2256652508892796e-05,-0.005863330094092234,1.9375056043988596e-05,1.3097740624583743e-05,1.3097740624583743e-05,1.2646517916589292e-05
2015-03-25 00:00:00+00:00,.SPX,4.9064699769803257e-05,150000.0,2061.2,2093.1,4.981118783326451e-05,3.4606582449458876e-05,3.330721417175192e-05,19998.0,4.7134516609593225e-05,5.651504480187636e-05,4.7134516609593225e-05,83002.0,4.98111878332645e-05,-0.015357883159231811,4.9064699769803257e-05,3.578157268050188e-05,3.578157268050188e-05,3.144338913306712e-05
2015-03-26 00:00:00+00:00,.SPX,5.3073879287681936e-05,150001.0,2056.285,2059.94,6.265091731613007e-05,5.43602440252896e-05,5.153570190754573e-05,18594.0,7.630798995416656e-05,6.307200599779927e-05,7.630798995416656e-05,83001.0,6.265091731613008e-05,-0.0017758995004406586,5.3073879287681936e-05,4.88218600064496e-05,4.882186000644959e-05,3.61809616137036e-05
2015-03-27 00:00:00+00:00,.SPX,3.2985341286409456e-05,150001.0,2060.6949999999997,2055.78,2.2918200670973443e-05,2.933731881288422e-05,2.8533539579711078e-05,19912.0,3.439986511001091e-05,1.292999520666029e-05,3.439986511001092e-05,83001.0,2.291820067097344e-05,0.0023879665663466554,3.2985341286409456e-05,1.5528124522726143e-05,1.552812452272614e-05,1.2993648586214427e-05
2015-03-30 00:00:00+01:00,.SPX,2.2654924825427835e-05,160001.0,2086.16,2064.11,6.14797830654306e-05,2.1906236245880402e-05,2.080776945394445e-05,20406.0,4.639248630833065e-05,5.703299633294556e-05,4.6392486308330654e-05,93001.0,6.14797830654306e-05,0.01062591468595997,2.2654924825427835e-05,3.759496158336402e-06,3.759496158336402e-06,5.669852436348616e-06
2015-03-31 00:00:00+01:00,.SPX,3.26625646742778e-05,155959.0,2068.18,2084.05,3.439966963016579e-05,3.300706925578463e-05,3.1123673460715316e-05,20025.0,4.181476622511771e-05,3.741793764762669e-05,4.1814766225117713e-05,93001.0,3.4399669630165784e-05,-0.007644122448442481,3.26625646742778e-05,3.166713658426202e-05,3.166713658426202e-05,1.7063527283798288e-05
2015-04-01 00:00:00+01:00,.SPX,5.681130421185698e-05,160001.0,2059.78,2067.63,6.817926305586217e-05,4.656739362895998e-05,4.599840360929941e-05,17892.0,5.419297446997972e-05,7.53550292591449e-05,5.4192974469979724e-05,93001.0,6.817926305586217e-05,-0.0038038428289315362,5.6811304211856994e-05,3.434715747889733e-05,3.434715747889733e-05,2.552728643258414e-05
2015-04-02 00:00:00+01:00,.SPX,2.6200602118346247e-05,160001.0,2066.775,2060.03,3.092028802191457e-05,1.887473788523874e-05,1.8463362576264455e-05,18502.0,2.5949141038844264e-05,3.978999093511617e-05,2.5949141038844268e-05,93002.0,3.092028802191457e-05,0.0032688755616838705,2.6200602118346247e-05,8.492431810467658e-06,8.492431810467658e-06,1.0990451995425425e-05
2015-04-06 00:00:00+01:00,.SPX,2.5531972273658177e-05,160001.0,2080.81,2064.87,2.9096737224947245e-05,2.3702713628042392e-05,2.2784361603296847e-05,21168.0,2.8507046364755605e-05,3.364363133216595e-05,2.850704636475561e-05,93001.0,2.9096737224947248e-05,0.007689970548510061,2.5531972273658174e-05,1.1516662525631217e-05,1.1516662525631217e-05,7.031832061278722e-06
2015-04-07 00:00:00+01:00,.SPX,1.2688346485015137e-05,160000.0,2076.1,2080.79,1.9986786914134238e-05,1.3796756795991853e-05,1.3512202437139231e-05,19869.0,1.9597457796441234e-05,2.513876899243091e-05,1.9597457796441237e-05,93001.0,1.9986786914134245e-05,-0.0022564955964838873,1.2688346485015139e-05,1.0133078887520703e-05,1.0133078887520703e-05,5.1454154159760086e-06
2015-04-08 00:00:00+01:00,.SPX,4.924553125307618e-05,155959.0,2081.8050000000003,2076.94,6.337150335209719e-05,3.5455525155974654e-05,3.36150780395652e-05,18199.0,5.159969699934312e-05,3.683107945441844e-05,5.159969699934312e-05,93001.0,6.337150335209719e-05,0.0023396492063039176,4.9245531253076185e-05,2.1804291926588273e-05,2.180429192658827e-05,1.549002498260538e-05
2015-04-09 00:00:00+01:00,.SPX,2.4018856825779706e-05,160001.0,2091.1,2081.29,2.9458333013143423e-05,2.762582919817076e-05,2.6813121675292694e-05,17081.0,3.572380251355154e-05,2.3112448983355725e-05,3.572380251355154e-05,93002.0,2.9458333013143426e-05,0.0047023495294675755,2.4018856825779706e-05,1.4061340239924342e-05,1.4061340239924342e-05,1.2713757741962368e-05
2015-04-10 00:00:00+01:00,.SPX,6.843869245318196e-06,155959.0,2102.0699999999997,2091.51,7.487864543587427e-06,7.969836609771598e-06,8.202683602331147e-06,20903.0,8.039501302828337e-06,6.6316112270589056e-06,8.039501302828337e-06,93001.0,7.487864543587427e-06,0.005036280371623292,6.8438692453181955e-06,2.188078782267053e-06,2.188078782267053e-06,2.6685103708801114e-06
2015-04-13 00:00:00+01:00,.SPX,1.1774113848628298e-05,160001.0,2092.72,2102.03,1.343535299682466e-05,1.1215359199832949e-05,1.1133715643205803e-05,19898.0,1.2357972980260746e-05,1.207118736721267e-05,1.2357972980260748e-05,93002.0,1.3435352996824663e-05,-0.004438889224298137,1.1774113848628298e-05,6.939502884312446e-06,6.939502884312446e-06,7.761598940975076e-06
2015-04-14 00:00:00+01:00,.SPX,2.1328492719313554e-05,160001.0,2096.12,2092.28,2.7085548348402816e-05,2.0147593867851012e-05,1.93390424137508e-05,17810.0,2.7657941214126135e-05,2.951299245691455e-05,2.7657941214126135e-05,93001.0,2.7085548348402813e-05,0.0018336362696542707,2.132849271931355e-05,1.177905443086909e-05,1.1779054430869089e-05,9.141251536252569e-06
2015-04-15 00:00:00+01:00,.SPX,1.4585144179188057e-05,160001.0,2106.3,2097.82,2.8903553852765114e-05,1.2063514394639591e-05,1.1714803847051367e-05,16896.0,2.0081054133730803e-05,2.3397452196202144e-05,2.0081054133730806e-05,93001.0,2.8903553852765124e-05,0.004034143411943525,1.4585144179188055e-05,5.529159563303685e-06,5.5291595633036845e-06,4.27074430513684e-06
